ArticleId,Text,Category
634,gallery unveils interactive tree christmas tree receive text messages unveiled london tate britain art gallery spruce antenna receive bluetooth texts sent visitors tate messages unwrapped sculptor richard wentworth responsible decorating tree broken plates light bulbs 17th year gallery invited artist dress christmas tree artists decorated tate tree previous years include tracey emin 2002 plain green norway spruce displayed gallery foyer light bulb adornments dimmed ordinary domestic ones joined together string plates decorating branches auctioned children charity artworks wentworth worked assistant sculptor henry moore late 1960s reputation sculptor grew 1980s one influential teachers last two decades wentworth also known photography mundane everyday subjects cigarette packet jammed wonky leg table ,entertainment
1945,hard act follow outkast us rap duo outkast trio trophies mtv europe awards crowns year huge success band latest triumph adds three grammys four american mtv gongs earlier year andre 3000 big boi album speakerboxxx love critically acclaimed since release sold large quantities around world double album saw pair produce one disc topped charts us time single hey ya took another track exponents southern hip hop way move displace top spot georgia pair year critical commercial triumph leaves tough act follow next musical act done g money presenter bbc urban music station 1xtra thinks hiatus inevitable sustained period exposure giving band time think interests might appearances outside band producing artists number fringe music projects andre 3000 would like go acting might see film big boi already dog breeding business says dj couple years back another album collaboration unlike double cd greatness become clear speakerboxxx love seen last adds outkast musical career spans 10 years enjoyed commercial critical success past debut southernplayalisticadillacmuzik going platinum took 2001 pair score first hit uk ms jackson album stakonia saw fame spread beyond us 1xtra g money says took latest album released 2003 assured genius always experimental worked adds g money acknowledges making next move band reached pinnacle tough next done says ten years success behind worldwide fame seems outkast name likely forgotten hurry ,entertainment
227,learning love broadband reaching point broadband central part daily life least argues technology analyst bill thompson one nice things writer rarely go office work sit caf 233 library without wi fi connection research write articles passing kings cross station way meeting log platform spend day working girlfriend anne children writer house cambridge sharing wireless network week ago arrived house find network connection checked cable modem noticed power changed power lead sparked way made abundantly clear never going talk internet called service provider told would five days engineer would show new cable modem seem bad fact really suffered connection restored wednesday modem installed computer borrow internet access friends use dial connection daughter laptop choose copying files onto usb memory card accepting slower flakier net connection result submit pictures wanted use book earthquakes big send dial could research material used easy access fast link lets search quickly effectively impact spread personal life take children cinema half term could find films showing local cinemas planned trip norfolk check weather place knows look weather information bbc website know go fossil hunting trip could type fossils norfolk google course readily admits could answered questions looked local paper listened radio found book fossils fast always easy access net become part routine daily life taken away much effort go back old ways things may unusual think anne alone according ofcom almost four million broadband users uk april 2004 numbers climbing fast certainly five million end year dial users switching broadband dad finally made change earlier month new net users selecting broadband start broadband users beginning mould daily lives around availability broadband internet connections find difficult cope cannot get online reason part process adaptation vital step growth broadband uk elsewhere people integrated net access daily lives tell friends show cool stuff encourage people get broadband share digital photos things need fast reliable connectivity course broadband uk laughably slow compared parts world south korea japan hong kong normal connection speeds measured megabits millions bits second rather thousands supposed happy speed small part attraction broadband comes checking websites film times looking weather forecasts small things make real difference routines habits daily lives even uk speeds sufficient may brave new world streaming full screen video superfast file downloads certainly better slow access access ask anne bill thompson regular commentator bbc world service programme go digital ,tech
197,versace art portfolio sale art collection murdered fashion designer gianni versace could fetch 9m 17m auctioned new york london later year among pictures sale works roy lichtenstein andy warhol henri matisse collection housed versace six storey new york townhouse 51 year old designer shot outside florida home 1997 suspected serial killer andrew cunanan later killed auction sotheby feature 45 contemporary impressionist 19th century paintings one highlights sale roy lichtenstein blue nude given estimate 1 8m 3 4m tobias meyer sotheby worldwide head contemporary art said collection reflects mr versace wide ranging taste impeccable eye many works commissioned directly artists outstanding later examples champions pop movement roy lichtenstein juxtaposed masterpieces visible artists 1980 including jean michel basquiat collaborative genius basquiat warhol well francesco clemente much collection offered sale three auctions new york june smaller contemporary paintings going hammer london 22 23 june sale versace furniture artworks sold 2001fetched 5 5m 10 3m ,entertainment
690,vera drake scoops film award oscar hopefuls mike leigh imelda staunton winners 2004 evening standard british film awards vera drake leigh 1950s drama backstreet abortionist named best film staunton played title role named best actress winners included paddy considine crowned best actor role dead man shoes bridget jones edge reason named evening standard readers film 2004 central london ceremony leigh presented winner statuette timothy spall staunton award announced patrick stewart glittering ceremony savoy sunday night evening standard film critic derek malcolm said leigh never made film better controlled technically secure one films year know alexander walker special award honours made supreme contribution british film went tim bevan eric fellner co chairmen working title films production company behind films beautiful laundrette billy elliot boy shaun dead bridget jones edge reason simon pegg stars co wrote shaun dead 2004 peter sellers award comedy winners included emily blunt nathalie press jointly named itv london promising newcomer award performances pawel pawlikowski rites passage story summer love pawlikowski best screenplay statuette roger deakins technical achievement award cinematography village ladykillers guests ceremony included dame judi dench kim cattrall charles dance bill nighy colin firth awards hosted jack dee screened itv london tuesday 2300 gmt ,entertainment
1411,help indies download sales campaign launched help independent labels get music online benefit growing trend downloading music british phonographic industry identified lack independent music available download want ensure independent repertoire successful download world physical world said bpi chief peter jamieson downloaded singles overtaken physical singles uk mr jamieson said organisation lobbying music service providers include itunes napster urge promote independent releases download sales due incorporated uk singles chart later year downloads shortly eligible singles chart key commercial issue bpi committed assisting members added mr jamieson part campaign bpi running series seminars entitled getting music online focusing independent labels embrace digital music us already begun incorporating download sales billboard hot 100 chart ,entertainment
611,broadband fuels online expression fast web access encouraging people express online research suggests quarter broadband users britain regularly upload content personal sites according report uk think tank demos said always fast connection changing way people use internet five million households uk broadband number growing fast demos report looked impact broadband people net habits found half broadband logged web breakfast one five even admitted getting middle night browse web significantly argues report broadband encouraging people take active role online found one five post something net everyday ranging comments opinions sites uploading photographs broadband putting media shifts power institutions hands individual said john craig co author demos report self diagnosis online education broadband creates social innovation moves debate beyond simple questions access speed demos report entitled broadband britain end asymmetry commissioned net provider aol broadband moving perception internet piece technology integral part home life uk said karen thomson chief executive aol uk many people spending time computers automatically might switch television radio according analysts nielsen netratings 50 22 8 million uk net users regularly accessing web home month logging high speed spend twice long online people dial connections viewing average 1 444 pages per month popularity fast net access growing partly fuelled fierce competition prices services ,tech
1184,arthur hailey king bestsellers novelist arthur hailey died age 84 known bestselling page turners exploring inner workings various industries hotels high finance born luton bedfordshire 5 april 1920 hailey child working class parents could afford keep school beyond age 14 served pilot royal air force world war ii flying fighter planes middle east occupation later feature authorial debut television screenplay flight danger hailey emigrated canada 1947 eventually became citizen wanted writer early age take professionally mid thirties inspired write first screenplay return flight toronto fell daydreaming visualised pilots controls wondered would happen got sick could fly airplane rusty wartime pilot flown nine years hailey later recalled canadian broadcasting corporation bought flight danger 600 318 shown tv april 1956 later memorably spoofed 1980 comedy airplane starring leslie nielsen hailey worked screenwriter couple years turning novels went produce 11 best selling books published 38 languages 40 countries flight danger adapted become hailey first novel runaway zero eight 1958 final diagnosis high places followed achieving popular following hotel 1965 hollywood came calling hit novel took four years write stayed national best seller lists full year turned movie 1967 later adapted glossy soap 1980s starring james brolin airport 1968 arguably remains hailey best loved work prompted disaster movie genre thriller follows events sky ground snow logged airport terrorist boards airplane bomb book adapted hit film 1970 starring burt lancaster harassed aiport manager dean martin womanising pilot alongside jean seberg jacqueline bisset testament popularity fledgling disaster genre three sequels followed writer known painstaking research professions around novel centred drawing characters real life taking three years produce book never able write quickly easily self critical never satisfied said 1969 moved nassau bahamas wife sheila wheels 1971 moneychangers 1975 overload 1979 followed despite lukewarm response critics literary accolades hailey height fame seventies continued attract attention hollywood producers strong medicine hailey blockbuster focusing pharmaceutical industry turned film 1986 starring sam neill douglas fairbanks jr panoply former soap stars 1997 novel detective proved hailey final book age 77 decided retire hailey health began deteriorate recent years twice undergoing heart surgery suffered stroke two months ago died sleep wednesday dinner wife two six children home new providence island wonderful life greatest ambition see name book certainly achieved said wife sheila ,entertainment
2044,year search became personal odds fire browser go straight favourite search engine rather type web address may see height laziness era information overload search become vital tool navigating net symptomatic way use internet changing google shown money offering service people cannot live without shortage companies vying loyalty web searchers offering wealth different services tools help find want past 12 months giants technology world microsoft yahoo sought grab slice search action user experience contributed people searching said yonca brunini yahoo people become familiar internet tend spend time online ask queries said second thing broadband ms brunini told bbc news website internet colour done tv search hardly new phenomenon around since early days net veteran surfers remember old timers like hotbot altavista search always important said urs holzle google vice president operations trumpeted 1999 even truer users information people realise search future financials something google shown web commerce work targeted small adverts appear top right hand side page related original search small ads helped google reach revenues 805 9m three months september others woken fact make money web queries see market microsoft bound step microsoft sees search important nobody queries said mr holzle microsoft one net giants muscling search yahoo ask jeeves amazon handful smaller outfits seeking capture eyeballs web users face plethora choices company tries outflank google rolling new search products desktop search reflects battlefield shifted net pc search finding way around web unlocking information hidden gigabytes documents images music hard drives advances search still clumsy tool often failing come exactly mind order better job search engines trying get know better better job remembering cataloguing managing information come across personalisation going big area future said yahoo yonca brunini whoever cracks gives information want going winner understand give better results tailored perhaps holy grail search understanding looking providing quickly problem one yet knows get ,tech
853,prince crowned top music earner prince earned pop star 2004 beating artists madonna elton john us magazine rolling stone annual list singer banked 56 5m 30 4m concerts album publishing sales musicology tour album kept madonna second place earned 54 9m 29 5m embarking global invention tour veterans simon garfunkel 10th place comeback tour helping earn 24 9m 13 4m last year prince returned centre stage decade commercial wilderness magazine reported singer 2004 tour took 90 3m 48 5m ticket sales sold 1 9 million copies latest album musicology although grossed prince last year madonna remained second place monumental production costs tour heavy metal band metallica madly anger world tour helped push 2004 earnings 43 1m 23 1m ahead sir elton john took fourth place almost 42 7m 23m performances including debut las vegas strip seasoned performers list included rod stewart whose sold shows third volume great american songbook covers album helped net 35m 19m highest ranking rap act list 50 cent number 19 took 24m 13m bank ,entertainment
844,france starts digital terrestrial france become last big european country launch digital terrestrial tv dtt service initially third population able receive 14 free air channels despite long wait french dtt roll new platform backers hope emulate success uk free air counterpart freeview recent figures uk regulator ofcom showed freeview popular sky digital satellite service three months september 2004 almost five times many people signed uk free air dtt service compared sky almost 60 uk households gone digital least one television set cable satellite freeview french dtt platform known tnt stands tv numerique terrestre digital terrestrial television branded television numerique pour tous digital television tnt joint venture public broadcaster france televisions handful cable satellite operators digital terrestrial tv launch free air platform start adding pay tv channels later thirty five contenders bid additional eight frequencies top 14 already allocated couple years ago dtt bad image said olivier gerolami chief operating officer tnt everyone impressed dtt uk italy germany realise good idea france poorest market europe terms free air national channels potential one biggest dtt markets mr gerolami added remarks quoted us entertainment industry paper variety tnt aims reach 35 france population launch 17 transmission sites transmission area initially include paris lille lyon toulouse eventually 115 sites reaching 80 homes digital terrestrial set top boxes available little 70 euros 50 recent survey mediametrie found 70 people interviewed aware dtt 25 planning buy digital receiver consumer electronics companies nokia sagem sony thomson gearing production conseil superieur de l audiovisuel csa french broadcasting regulator said following recent success freeview uk manufacturers optimistic sales prospects media analysts believe initially majority viewers buy inexpensive set top boxes unable support interactive services csa said current aim reaching 85 population 2007 achievable future remaining tv viewers required action public sector part people living mountainous border areas remain beyond reach digital terrestrial tv years 15 pay tv channels launch dtt september 2005 march 2006 leading pay tv operators canal plus tps submitted bids market bouquets channels free air services broadcast mpeg 2 format pay tv operators allowed broadcast mpeg 4 much better compression technology potentially allow high definition hd subscription services future tnt expects 700 000 one million dtt set top boxes sold 2005 difficult tell quickly take said mr gerolami optimistic revolutionise television france analysts less optimistic predicting consumers would less likely sign pay tv subscriptions think free dtt could put brakes underlying growth pay tv france said henri de bodinat vice president arthur little consultancy ,tech
1919,uk tv channel rapped csi ad tv channel five criticised sending offensive threatening advertising material viewers new show murder scene scientists five mailed thousands fake dossiers including photos murder victims e mail suggesting recipient stalked serial killer following complaints advertising standards authority contacted five cease promotion crime show csi ny five admitted sent 55 000 promotion packs stopped promotion material sent brown envelope type used investigators series spin highly successful csi crime scene investigation series also runs five pack also features pictures forensic evidence crime scene wanted poster csi ny logo printed large bottom five said received 100 complaints surprised reaction obvious material promoting drama five spokesman said light efforts made make nature contents transparent surprised small minority recipients mistaken anything else everyone sent promotion expressed interest receiving details particular genre programming various websites also received emails calls recipients praising originality imagination campaign ,entertainment
840,format wars could confuse users technology firms sony philips matsushita samsung developing common way stop people pirating digital music video firms want make system ensures files play hardware make also thwarts illegal copying move could mean confusion consumers already faced many different conflicting content control systems experts warned say guarantees system even prevent piracy currently many online stores wrap downloadable files brand control system means played small number media players systems limit people files download known digital rights management systems setting alliance work common control system firms said hope end current fragmentation file formats joint statement firms said wanted let consumers enjoy appropriately licensed video music device independent originally obtained content firms hope also make harder consumers make illegal copies music movies digital content bought called marlin joint development association alliance define basic specifications every device made electronics firms conform marlin built technology rights management firm intertrust well earlier drm system developed group known coral consortium move widely seen way four firms decide destiny content control systems instead sign pushed apple microsoft confusingly consumers technology comes alliance sit alongside content control systems rival firms microsoft apple many ways different drm systems akin different physical formats betamax vhs consumers seen past said ian fogg personal technology broadband analyst jupiter research difference fragmented said two horse race five six seven even eight horse race mr fogg said consumers careful buying digital content ensure would play devices said currently even incompatibilities within drm families although initiatives microsoft plays sure program could help remove uncertainty said life likely confusing consumers time come shelley taylor analyst author report online music services said locks limits digital files done maximise cash firms make consumers apple itunes service perfect example said although itunes hugely successful apple could justify existence help sell ipods said said rampant competition online music services 230 according recent figures could drive openness freer file formats always works consumer needs win long run said services win long run ones listen consumers earliest ms taylor said limits legal download services place files could help explain continuing popularity file sharing systems let people get hold pirated pop people want portability said peer peer 100 portability cory doctorow european co ordinator electronic frontier foundation campaigns consumers many cyber rights issues expressed doubts marlin system would achieve aims one systems ever prevented piracy illegal copying said said many firms readily admit drm systems little protection skilled attackers organised crime gangs responsible piracy instead said mr doctorow drm systems intended control group electronics firms hold consumers studios labels perceive opportunity sell media ipod version auto version american uk version ringtone version ,tech
1596,charges tv cosby us comedian bill cosby face charges stemming allegation sexual misconduct authorities philadelphia said found insufficient evidence support woman allegations regarding alleged incident january 2004 woman reported allegations canadian authorities last month cosby lawyer walter phillips jr said comedian pleased decision looks forward moving life said district attorney bruce l castor jr charge case said detectives could find instance anyone complained law enforcement conduct would constitute criminal offence also said fact woman waited year coming forward contact cosby time also factors decision unidentified woman lawyer dolores troiani said client likely sue comedian think avenue open felt strong case telling truth also said woman supplied evidence prosecutors believed strengthened allegations cosby emerged one first black comics mainstream success us successful stand hosting children show fat albert cosby kids starring cosby show one biggest sitcoms 1980s ,entertainment
2079,horror film heads us box office low budget horror film produced evil dead director sam raimi topped north american box office boogeyman focuses man returns childhood home confront traumatic past took 19 5m 14 9m three days last week chart topper robert de niro thriller hide seek fell number four new entries included wedding date comedy starring grace debra messing number two road trip comedy yet multiple oscar nominee million dollar baby completed top five oscar contenders including aviator sideways continued perform strongly box office aviator taken 75m 40m far sideways taken 46 8m 24 8m limited release boogeyman cost 7m 3 5m make performed well even though screened critics release normally sign film get bad reviews perform poorly box office certainly believe genre people going moved marketing materials movie critics say said rory bruer head distribution sony pictures released film us overall weekend box office strong despite fact american football super bowl weekend time cinema admissions generally fall year top 12 films grossed around 91m 48 3m compared 2004 super bowl weekend total box office 73 4m 38 9m ,entertainment
1557,reboot ordered eu patent law european parliament committee ordered rewrite proposals controversial new european union rules govern computer based inventions legal affairs committee juri said commission submit computer implemented inventions directive meps failed back vocal critics say could favour large small firms impact open source software innovation supporters say would let firms protect inventions directive intended offer patent protection inventions use software achieve effect words computer implemented invention draft law suffered setbacks poland one largest eu member states rejected adoption twice two months intense lobbying issue started gain momentum national parliaments putting immense pressure two meps backed draft law juri meeting one voting abstain opponents draft directive welcomed decision said new first reading proposals would give eu chance fuller debates implications member states us patenting computer programs internet business methods permitted means us based amazon com holds patent one click shopping service example critics concerned directive could lead similar model happening europe fear could hurt small software developers legal financial might larger companies fight patent legal action court supporters say current laws inefficient would serve even playing field without bringing eu laws line us ,tech
1645,spirit awards hail sideways comedy sideways dominated year independent spirit awards winning six awards nominated named best film alexander payne best director best screenplay along writing partner jim taylor also acting awards stars paul giamatti thomas haden church virginia madsen sideways tipped well sunday oscars five nominations awards 20th year given films made outside traditional studio system traditionally held day oscars winners included catalina sandino moreno took best actress role drug smuggler colombian drama maria full grace moreno also nominated best actress oscars best first screenplay award went joshua marston maria full grace scrubs star zach braff award best first feature garden state wrote directed starred oscar nominated euthanasia film sea inside spain best foreign film metallica kind monster awarded best documentary actor rodrigo de la serna took best debut performance prize motorcycle diaries awards voted 9 000 members independent feature project los angeles includes actors directors writers industry professionals last year big winner lost translation went win oscar best original screenplay writer director sofia coppola ,entertainment
867,south bank awards honour hit soap coronation street become first soap triumph south bank show awards traditionally reward highbrow groundbreaking culture soap beat fellow itv1 show filthy love channel 4 shameless win best tv drama prize thursday little britain named best comedy franz ferdinand beat morrissey libertines music award shane meadows dead man shoes picked best film award beating shaun dead summer love two award ceremonies reflect achievements industry believes made last year 2004 coronation street pulled away bbc one rival eastenders ratings dominated tv awards last year south bank award best tv drama went steven poliakoff period piece lost prince bloody sunday 1972 killings northern ireland 2003 south bank categories little britain second series beat nighty night green wing comedy trophy alan bennett history boys theatre category author david mitchell made losing booker prize alan hollinghurst beating literary award book cloud atlas shameless state play clocking creator paul abbott got lifetime achievement award former grange hill actress amma asante breakthrough award writing directing first film way life ,entertainment
537,itunes selling band aid song ipod owners download band aid single itunes apple reached agreement charity apple unwilling raise cost single line download services said band aid single sale 79p usual cost song itunes apple donating 70p charity song downloaded copy original 1984 song also available download 79p proceeds going charity 72 000 copies new band aid single sold first day release monday according sales figures track become fastest selling single year far shifting copies rest top 30 combined hmv claimed dido robbie williams chris martin among featured new version know christmas raising money fight hunger africa track sold 500 000 copies 1m would raised charity cd sold 3 99 hmv virgin woolworths donating profits ,entertainment
876,sun offers processing hour sun microsystems launched pay go service allow customers requiring huge computing power rent hour sun grid costs users 1 53p hour worth processing storage power systems maintained sun called grid computing latest buzz phrase company believes computing capacity important commodity hardware software sun likened grid computing development electricity system could mature way utilities electricity water developed said sun chief operating officer jonathan schwartz build grid use buck hour asked webcast launching sun quarterly network computing event california company persuade data centre managers adopt new model said already interest customers oil gas financial services industries want book computing capacity 5 000 processors sun said mr schwartz ran demonstration service showing data could processed protein folding experiment hundreds servers used simultaneously working problem seconds although took seconds experiment cost 12 6 30 used 12 hour worth computing power sun grid relies solaris operating system owned sun initially house grid existing premises use idle servers test software shipping customers said much system cost develop already rival ibm argues capacity demand service cheaper offered sun ,tech
2179,hollywood ready oscars night hollywood preparing biggest night film world calendar 77th academy awards sunday host stars expected grace red carpet outside los angeles kodak theatre including johnny depp cate blanchett leonardo dicaprio british actors attendance include nominees clive owen imelda staunton kate winslet director mike leigh aviator leads shortlist critics believe night may belong clint eastwood million dollar baby recent poll us pundits found eastwood boxing drama become new favourite win best film howard hughes biopic 74 year old win become oldest person ever named best director ceremony uk critics still favour aviator best film believe best director title generate close fought battle eastwood martin scorsese scorsese never best director prize despite four previous nominations films including raging bull goodfellas gangs new york eastwood best director unforgiven 1993 experts predict twice nominated jamie foxx win best actor portrayal singer ray charles vera drake star imelda staunton looks likely lose best actress field hilary swank million dollar baby uk highest hopes remain clive owen scooped golden globe bafta supporting role closer actor comedian chris rock host event broadcast seven second time delay allow censors cut unsuitable content bleep machine ready bleeps used needed producer gil cates told reporters however added strongly disapproved growing tendency censor live broadcasts us tv also played fears rock known using strong language stand routines might cause controversy night 40 year old comic already promised swear live air show chris sense humour everything says really said humorously cates said need movie star someone stand comic deal vicissitudes show security also tight police employing system detect sarin nerve gas pulling stops said john miller chief counterterrorism los angeles police department show symbol american culture potential high visibility target added meanwhile organisers erected canopy red carpet following outbreak torrential rain los angeles past week cates said covers would removed threat wet weather receded details also emerged contents year gift bags given nominees presenters night year bags include gift certificate luxury beach resort pair mink eyelashes kitchen set year supply tea coffee event televised abc network 1700 local time 0100 gmt sky movies uk 0130 gmt ,entertainment
1299,angels favourite funeral song angels robbie williams song britons would like played funeral survey suggested melancholy hit topped uk poll europeans favoured queen upbeat anthem show must go first choice frank sinatra way second uk vote monty python always look bright side life third place 45 000 people surveyed digital tv station music choice european chart included denmark france germany put led zeppelin stairway heaven second ac dc highway hell third queen wants live forever highly favoured uk european voters lists featured one traditional classic song britons requesting royal scots dragoon guards amazing grace continental counterparts opting mozart requiem wanting share treasured musical gem leaving behind perfect way sign leave lasting impression music choice music marketing manager simon george said ,entertainment
1264,producers scoops stage awards producers beaten mary poppins battle blockbuster west end musicals olivier awards producers three prizes uk prestigious annual theatre awards mary poppins two mel brooks hit show triumphed battle best new musical mary poppins andrew lloyd webber woman white alan bennett history boys big winner straight theatre categories picking three trophies eyes musical prizes producers mary poppins woman white high profile openings last six months producers nathan lane last minute replacement richard dreyfuss beat former co star lee evans win best musical actor lane already left production smash hit broadway moving london show also best musical performance supporting role conleth hill plays director roger debris mary poppins awards came best choreography best musical actress star laura michelle kelly led nominations going sunday ceremony london hilton hotel nine awards shows stage adaptations 1960s films history boys set grammar school early 1980s partly based bennett experiences teacher named best new play also best actor richard griffiths beat harry potter film co star michael gambon nominated endgame well jonathan pryce ben whishaw play also national theatre artistic director nicholas hytner best director bennett got special award outstanding contribution british theatre dame judi dench starred well ends well gielgud lost best supporting role category amanda harris played emilia othello royal shakespeare company olivier awards handed society london since 1976 best lighting design dark materials designed paule constable olivier best sound design woman white designed mick potter palace best new opera lady macbeth mtsensk royal opera house outstanding achievement opera thomas ades royal opera house world premiere tempest best costume design well ends well designed deirdre clancy gielgud best revival hamlet william shakespeare old vic best set design dark materials designed giles cadle olivier outstanding musical production grand hotel donmar warehouse best supporting role musical conleth hill producers theatre royal drury lane best theatre choreographer matthew bourne stephen mear mary poppins prince edward best actor richard griffiths history boys lyttelton outstanding achievement performance affiliate theatre andrew scott girl car man jerwood theatre upstairs royal court best new dance production rambert dance company swamp sadler wells outstanding achievement dance san francisco ballet season sadler wells best performance supporting role amanda harris othello trafalgar studios best actress clare higgins hecuba donmar warehouse best musical actor nathan lane producers theatre royal drury lane best musical actress laura michelle kelly mary poppins prince edward best director nicholas hytner history boys lyttelton best new play history boys alan bennett lyttelton best new musical producers theatre royal drury lane special award alan bennett outstanding contribution british theatre ,entertainment
2077,looks music drive mobiles mobile phones still enjoying boom time sales according research technology analysts gartner 674 million mobiles sold last year globally said report highest total sold date figure 30 2003 surpassed even optimistic predictions gartner said good design look mobile well new services music downloads could go way pushing sales 2005 said analysts although people still looking better replacement phones evidence according gartner markets seeing slow replacement sales markets grew apart japan shows replacement sales continuing western europe mobile analyst carolina milanesi told bbc news website japan north america western european markets couple years time already tv music ringtones cameras think mobiles people stopped buying replacement phones could slight slowdown sales european us markets according gartner people wait see comes next mobile technology means mobile companies think carefully offering new models people see compelling reason upgrade said gartner third generation mobiles 3g ability handle large amounts data transfer like video could drive people upgrading phones ms milanesi said difficult say quickly would happen end day people cameras colour screens mobiles majority people really care technology speed data phone critical would rush produce two three megapixel camera phones reason mobile owners upgrade majority camera phone models stage compete digital cameras also flashes zooms likely drive sales 2005 would attention design aesthetics well music services motorola razr v3 phone typical attention design would commonplace 2005 added women thing said desire men women gadget form self expression phone functioned said owner western europe always market quite attentive design said ms milanesi people something nice looking together entertainment side year music part play market full track music downloads worth 20 million 10 5 million 2004 set worth 1 8 billion 9 4 million 2009 according jupiter research sony ericsson released walkman branded mobile phone w800 combines digital music player 30 hours battery life two megapixel camera july last year motorola apple announced version itunes online music downloading service would released would compatible motorola mobile phones apple said new itunes music player would become motorola standard music application music phones challenge balancing storage capacity battery life mobile music hopes compete digital music players like ipod ms milanesi said models would likely released coming year hard drives would likely compete smaller capacity music players around four gigabyte storage capacity would put much strain battery life ,tech
1164,bt program beat dialler scams bt introducing two initiatives help beat rogue dialler scams cost dial net users thousands may dial net users able download free software stop computers using numbers user pre approved list inadvertently downloaded surfers rogue diallers programs hijack modems dial premium rate number users log thousands uk dial users believed hit scam people faced phone bills 2 000 bt modem protection program check numbers dialled computer block pre approved national net service provider numbers icstis uk premium rate services watchdog said looking companies take lead initiatives initiatives welcome spokesperson icstis told bbc news website pleased see putting place new measures protect consumers second initiative bt announced early warning system alert bt customers unusual activity phone bills bill rises substantially usual daily average call made suspect number text voice alert sent user landline phone part clamp rogue diallers companies must satisfy stringent conditions including clear terms conditions information delete diallers responsibility customer refunds firm running dialler without permission closed icstis watchdog brought action last october following decision license companies wanted operate legitimate premium rate dialler services legitimate companies offer services adult content sports results music downloads charging premium rate rather credit card bt said ploughed enormous amount effort protecting people problem already barred 1 000 premium rate numbers tried raise public awareness scams want ensure even stronger safeguards customers would urge make use new options protect said gavin patterson group managing director consumer arm bt schemes undergoing trials ireland made available 20 million bt customers may ,tech
601,snow patrol feted irish awards snow patrol big winners ireland top music honours meteor awards picking accolades best irish band album thursday belfast born glasgow based band collected prizes ceremony dublin point theatre westlife award best irish pop act voted public beating former member brian mcfadden franz ferdinand picked best international band album paddy casey collected best irish male singer songwriter casey beat brian mcfadden damien rice juliette turner named best irish female international categories morrissey beat eminem usher robbie williams best male pj harvey pipped kylie minogue joss stone anastacia natasha bedingfield female crown 8 000 fans ceremony treated performances us rapper snoop dogg brian mcfadden delta goodrem thrills featuring rolling stones star ronnie wood snow patrol success came year made chart breakthrough third album final straw think lot bands go wee bit kicking make success singer gary lightbody drummer jonny quinn said good us also hard us past six years snow patrol support u2 european tour later year u2 nominated best irish band album ,entertainment
1412,net fingerprints combat attacks eighty large net service firms switched software spot stop net attacks automatically system creates digital fingerprints ongoing incidents sent every network affected firms involved smart sensing system believe help trace attacks back source data gathered passed police help build intelligence behind worm outbreaks denial service attacks firms signing sensing system include mci bt deutsche telekom energis ntt bell canada many others creation fingerprinting system brokered us firm arbor networks signatures attacks passed anyone suffering weight attack increasingly computer criminals using swarms remotely controlled computers carry denial service attacks websites launch worms relay spam around net seen attacks involving five ten gigabytes traffic said rob pollard sales director arbor networks behind fingerprinting system attacks size cause collateral damage cross internet get destination said attack spotted signature defined information passed back chain networks affected help every unwitting player tackle problem mr pollard said arbor charging service would pass fingerprint data every network affected want help net service firms communicate push attacks back around world source said mr pollard arbor network technology works building detailed history traffic network spots computers groups users regularly talk types traffic passes machines workgroups anomaly usual pattern spotted flagged network administrators take action traffic due net based attack kind type close analysis become useful net attacks increasingly launched using several hundred thousand different machines anyone looking traffic machine machine basis would unlikely spot part concerted attack attacks getting diffuse sophisticated said malcolm seagrave security expert energis last 12 months started getting noticeable criminals taking seen massive growth said although informal systems exist pass information attacks often commercial confidentiality got way sharing enough information properly combat attacks ,tech
1022,format wars could confuse users technology firms sony philips matsushita samsung developing common way stop people pirating digital music video firms want make system ensures files play hardware make also thwarts illegal copying move could mean confusion consumers already faced many different conflicting content control systems experts warned say guarantees system even prevent piracy currently many online stores wrap downloadable files brand control system means played small number media players systems limit people files download known digital rights management systems setting alliance work common control system firms said hope end current fragmentation file formats joint statement firms said wanted let consumers enjoy appropriately licensed video music device independent originally obtained content firms hope also make harder consumers make illegal copies music movies digital content bought called marlin joint development association alliance define basic specifications every device made electronics firms conform marlin built technology rights management firm intertrust well earlier drm system developed group known coral consortium move widely seen way four firms decide destiny content control systems instead sign pushed apple microsoft confusingly consumers technology comes alliance sit alongside content control systems rival firms microsoft apple many ways different drm systems akin different physical formats betamax vhs consumers seen past said ian fogg personal technology broadband analyst jupiter research difference fragmented said two horse race five six seven even eight horse race mr fogg said consumers careful buying digital content ensure would play devices said currently even incompatibilities within drm families although initiatives microsoft plays sure program could help remove uncertainty said life likely confusing consumers time come shelley taylor analyst author report online music services said locks limits digital files done maximise cash firms make consumers apple itunes service perfect example said although itunes hugely successful apple could justify existence help sell ipods said said rampant competition online music services 230 according recent figures could drive openness freer file formats always works consumer needs win long run said services win long run ones listen consumers earliest ms taylor said limits legal download services place files could help explain continuing popularity file sharing systems let people get hold pirated pop people want portability said peer peer 100 portability cory doctorow european co ordinator electronic frontier foundation campaigns consumers many cyber rights issues expressed doubts marlin system would achieve aims one systems ever prevented piracy illegal copying said said many firms readily admit drm systems little protection skilled attackers organised crime gangs responsible piracy instead said mr doctorow drm systems intended control group electronics firms hold consumers studios labels perceive opportunity sell media ipod version auto version american uk version ringtone version ,tech
